年,月,日,都道府県,PCR検査陽性者数,PCR検査人数,陽性率,検査人数の集計期間に対応する陽性者数
2020,4,28,新潟,75,2775,2.7%,
2020,4,28,富山,190,2137,8.9%,
2020,4,28,石川,245,1796,13.6%,
2020,4,28,福井,122,1588,7.7%,
2020,4,28,山梨,52,2117,2.5%,
2020,4,28,長野,66,1703,3.9%,
2020,4,28,岐阜,146,2362,6.2%,
2020,4,28,静岡,67,2635,2.5%,
2020,4,28,愛知,482,7027,6.9%,
2020,4,28,三重,45,1835,2.5%,
2020,4,28,滋賀,94,1246,7.5%,
2020,4,28,京都,313,3950,7.9%,
2020,4,28,大阪,1555,7799,18.3%,1430
2020,4,28,兵庫,636,7063,9.0%,
2020,4,28,奈良,80,1397,5.7%,
2020,4,28,和歌山,60,2904,2.1%,
2020,4,28,鳥取,3,1003,0.3%,
2020,4,28,島根,23,797,2.9%,
2020,4,28,岡山,22,1141,1.9%,
2020,4,28,広島,149,4610,3.2%,
2020,4,28,山口,32,1239,2.6%,
2020,4,28,徳島,5,440,1.1%,
2020,4,28,香川,28,1537,1.8%,
2020,4,28,愛媛,47,1043,4.5%,
2020,4,28,高知,73,1368,5.3%,
2020,4,28,福岡,619,8721,7.1%,
2020,4,28,佐賀,37,930,4.0%,
2020,4,28,長崎,16,1911,0.8%,
2020,4,28,熊本,45,3002,1.5%,
2020,4,28,大分,60,3065,2.0%,
2020,4,28,宮崎,17,1068,1.6%,
2020,4,28,鹿児島,10,1199,0.8%,
2020,4,28,沖縄,141,1918,7.4%,
2020,4,29,北海道,726,6312,11.5%,
2020,4,29,青森,26,613,4.2%,
2020,4,29,岩手,0,314,0.0%,
2020,4,29,宮城,88,1744,5.0%,
2020,4,29,秋田,16,827,1.9%,
2020,4,29,山形,68,2103,3.2%,
2020,4,29,福島,72,1664,4.3%,
2020,4,29,茨城,162,4473,3.6%,
2020,4,29,栃木,54,1857,2.9%,
2020,4,29,群馬,146,2596,5.6%,
2020,4,29,埼玉,843,7007,12.0%,
2020,4,29,千葉,806,5753,13.2%,761
2020,4,29,東京,4106,11254,36.5%,
2020,4,29,神奈川,1002,5536,16.8%,932
2020,4,29,新潟,75,2775,2.7%,
2020,4,29,富山,190,2137,8.9%,
2020,4,29,石川,250,1796,13.9%,
2020,4,29,福井,122,1588,7.7%,
2020,4,29,山梨,52,2117,2.5%,
2020,4,29,長野,66,1703,3.9%,
2020,4,29,岐阜,146,2362,6.2%,
2020,4,29,静岡,68,2635,2.6%,
2020,4,29,愛知,486,7036,6.9%,
2020,4,29,三重,45,1835,2.5%,
2020,4,29,滋賀,96,1246,7.7%,
2020,4,29,京都,316,3950,8.0%,
2020,4,29,大阪,1599,8186,18.0%,1474
2020,4,29,兵庫,642,7076,9.1%,
2020,4,29,奈良,82,1397,5.9%,
2020,4,29,和歌山,60,2906,2.1%,
2020,4,29,鳥取,3,1003,0.3%,
2020,4,29,島根,23,806,2.9%,
2020,4,29,岡山,23,1141,2.0%,
2020,4,29,広島,153,4610,3.3%,
2020,4,29,山口,32,1265,2.5%,
2020,4,29,徳島,5,440,1.1%,
2020,4,29,香川,28,1537,1.8%,
2020,4,29,愛媛,47,1043,4.5%,
2020,4,29,高知,74,1398,5.3%,
2020,4,29,福岡,639,8736,7.3%,
2020,4,29,佐賀,38,950,4.0%,
2020,4,29,長崎,17,1911,0.9%,
2020,4,29,熊本,47,3002,1.6%,
2020,4,29,大分,60,3065,2.0%,
2020,4,29,宮崎,17,1068,1.6%,
2020,4,29,鹿児島,10,1199,0.8%,
2020,4,29,沖縄,141,1918,7.4%,
2020,4,30,北海道,767,6892,11.1%,
2020,4,30,青森,26,639,4.1%,
2020,4,30,岩手,0,343,0.0%,
2020,4,30,宮城,88,1885,4.7%,
2020,4,30,秋田,16,850,1.9%,
2020,4,30,山形,68,2159,3.1%,
2020,4,30,福島,73,1812,4.0%,
2020,4,30,茨城,163,4623,3.5%,
2020,4,30,栃木,54,2010,2.7%,
2020,4,30,群馬,146,1630,9.0%,
2020,4,30,埼玉,851,7818,10.9%,
2020,4,30,千葉,810,6141,12.5%,765
2020,4,30,東京,4152,11691,35.5%,
2020,4,30,神奈川,1028,5871,16.3%,958
2020,4,30,新潟,75,2903,2.6%,
2020,4,30,富山,202,2535,8.0%,
2020,4,30,石川,251,1937,13.0%,
2020,4,30,福井,122,1696,7.2%,
2020,4,30,山梨,52,2292,2.3%,
2020,4,30,長野,66,1798,3.7%,
2020,4,30,岐阜,146,2400,6.1%,
2020,4,30,静岡,72,2736,2.6%,
2020,4,30,愛知,488,7327,6.7%,
2020,4,30,三重,45,1903,2.4%,
2020,4,30,滋賀,96,1289,7.4%,
2020,4,30,京都,319,4177,7.6%,
2020,4,30,大阪,1627,8965,16.8%,1502
2020,4,30,兵庫,645,7481,8.6%,
2020,4,30,奈良,82,1508,5.4%,
2020,4,30,和歌山,62,3033,2.0%,
2020,4,30,鳥取,3,1048,0.3%,
2020,4,30,島根,23,820,2.8%,
2020,4,30,岡山,23,1196,1.9%,
2020,4,30,広島,155,4959,3.1%,
2020,4,30,山口,32,1285,2.5%,
2020,4,30,徳島,5,459,1.1%,
2020,4,30,香川,28,1613,1.7%,
2020,4,30,愛媛,47,1095,4.3%,
2020,4,30,高知,74,1439,5.1%,
2020,4,30,福岡,642,9254,6.9%,
2020,4,30,佐賀,41,1027,4.0%,
2020,4,30,長崎,17,2008,0.8%,
2020,4,30,熊本,47,3148,1.5%,
2020,4,30,大分,60,3157,1.9%,
2020,4,30,宮崎,17,1105,1.5%,
2020,4,30,鹿児島,10,1260,0.8%,
2020,4,30,沖縄,142,2113,6.7%,
2020,5,1,北海道,790,7054,11.2%,
2020,5,1,青森,26,643,4.0%,
2020,5,1,岩手,0,343,0.0%,
2020,5,1,宮城,88,1910,4.6%,
2020,5,1,秋田,16,852,1.9%,
2020,5,1,山形,68,2246,3.0%,
2020,5,1,福島,74,1844,4.0%,
2020,5,1,茨城,165,4835,3.4%,
2020,5,1,栃木,54,2015,2.7%,
2020,5,1,群馬,146,1654,8.8%,
2020,5,1,埼玉,857,8050,10.6%,
2020,5,1,千葉,816,6374,12.1%,771
2020,5,1,東京都,4317,11691,36.9%,
2020,5,1,神奈川,1042,6002,16.2%,972
2020,5,1,新潟,77,3044,2.5%,
2020,5,1,富山,201,2392,8.4%,
2020,5,1,石川,254,1977,12.8%,
2020,5,1,福井,122,1771,6.9%,
2020,5,1,山梨,54,2358,2.3%,
2020,5,1,長野,66,1818,3.6%,
2020,5,1,岐阜,149,2404,6.2%,
2020,5,1,静岡,73,2780,2.6%,
2020,5,1,愛知,491,7403,6.6%,
2020,5,1,三重,45,1938,2.3%,
2020,5,1,滋賀,96,1314,7.3%,
2020,5,1,京都,323,4343,7.4%,
2020,5,1,大阪,1641,12492,12.1%,1516
2020,5,1,兵庫,650,7621,8.5%,
2020,5,1,奈良,85,1605,5.3%,
2020,5,1,和歌山,62,3077,2.0%,
2020,5,1,鳥取,3,1603,0.2%,
2020,5,1,島根,23,830,2.8%,
2020,5,1,岡山,23,1131,2.0%,
2020,5,1,広島,156,5021,3.1%,
2020,5,1,山口,34,1290,2.6%,
2020,5,1,徳島,5,469,1.1%,
2020,5,1,香川,28,1643,1.7%,
2020,5,1,愛媛,47,1116,4.2%,
2020,5,1,高知,74,1446,5.1%,
2020,5,1,福岡,645,9400,6.9%,
2020,5,1,佐賀,42,1077,3.9%,
2020,5,1,長崎,17,2050,0.8%,
2020,5,1,熊本,47,3178,1.5%,
2020,5,1,大分,60,3175,1.9%,
2020,5,1,宮崎,17,1122,1.5%,
2020,5,1,鹿児島,10,1287,0.8%,
2020,5,1,沖縄,142,2155,6.6%,
2020,5,2,北海道,823,7054,11.7%,
2020,5,2,青森,26,643,4.0%,
2020,5,2,岩手,0,350,0.0%,
2020,5,2,宮城,88,1910,4.6%,
2020,5,2,秋田,16,852,1.9%,
2020,5,2,山形,68,2246,3.0%,
2020,5,2,福島,75,1844,4.1%,
2020,5,2,茨城,165,4835,3.4%,
2020,5,2,栃木,54,2015,2.7%,
2020,5,2,群馬,146,1654,8.8%,
2020,5,2,埼玉,878,8778,10.0%,
2020,5,2,千葉,823,6374,12.2%,778
2020,5,2,東京,4477,11691,38.3%,
2020,5,2,神奈川,1060,6002,16.5%,990
2020,5,2,新潟,77,3044,2.5%,
2020,5,2,富山,209,2392,8.7%,
2020,5,2,石川,260,1977,13.2%,
2020,5,2,福井,122,1771,6.9%,
2020,5,2,山梨,55,2358,2.3%,
2020,5,2,長野,69,1818,3.8%,
2020,5,2,岐阜,150,2404,6.2%,
2020,5,2,静岡,73,2780,2.6%,
2020,5,2,愛知,491,7403,6.6%,
2020,5,2,三重,45,1938,2.3%,
2020,5,2,滋賀,96,1314,7.3%,
2020,5,2,京都,328,4343,7.6%,
2020,5,2,大阪,1658,12492,12.3%,1533
2020,5,2,兵庫,654,7891,8.3%,
2020,5,2,奈良,86,1605,5.4%,
2020,5,2,和歌山,62,3077,2.0%,
2020,5,2,鳥取,3,1092,0.3%,
2020,5,2,島根,23,830,2.8%,
2020,5,2,岡山,23,1131,2.0%,
2020,5,2,広島,161,5037,3.2%,
2020,5,2,山口,34,1290,2.6%,
2020,5,2,徳島,5,469,1.1%,
2020,5,2,香川,28,1643,1.7%,
2020,5,2,愛媛,47,1116,4.2%,
2020,5,2,高知,74,1461,5.1%,
2020,5,2,福岡,648,9400,6.9%,
2020,5,2,佐賀,42,1077,3.9%,
2020,5,2,長崎,17,2050,0.8%,
2020,5,2,熊本,47,3178,1.5%,
2020,5,2,大分,60,3175,1.9%,
2020,5,2,宮崎,17,1122,1.5%,
2020,5,2,鹿児島,10,1287,0.8%,
2020,5,2,沖縄,142,2211,6.4%,
2020,5,3,北海道,847,7054,12.0%,
2020,5,3,青森,26,643,4.0%,
2020,5,3,岩手,0,363,0.0%,
2020,5,3,宮城,88,1910,4.6%,
2020,5,3,秋田,16,852,1.9%,
2020,5,3,山形,68,2246,3.0%,
2020,5,3,福島,78,1844,4.2%,
2020,5,3,茨城,165,4835,3.4%,
2020,5,3,栃木,54,2015,2.7%,
2020,5,3,群馬,146,1654,8.8%,
2020,5,3,埼玉,888,8939,9.9%,
2020,5,3,千葉,828,6374,12.3%,783
2020,5,3,東京都,4568,11691,39.1%,
2020,5,3,神奈川,1101,6002,17.2%,1031
2020,5,3,新潟,77,3044,2.5%,
2020,5,3,富山,212,2392,8.9%,
2020,5,3,石川,264,1977,13.4%,
2020,5,3,福井,122,1771,6.9%,
2020,5,3,山梨,56,2358,2.4%,
2020,5,3,長野,70,1818,3.9%,
2020,5,3,岐阜,150,2404,6.2%,
2020,5,3,静岡,73,2780,2.6%,
2020,5,3,愛知,492,7463,6.6%,
2020,5,3,三重,45,1938,2.3%,
2020,5,3,滋賀,96,1314,7.3%,
2020,5,3,京都,331,4343,7.6%,
2020,5,3,大阪,1669,12492,12.4%,1544
2020,5,3,兵庫,667,8052,8.3%,
2020,5,3,奈良,87,1605,5.4%,
2020,5,3,和歌山,62,3077,2.0%,
2020,5,3,鳥取,3,1103,0.3%,
2020,5,3,島根,24,830,2.9%,
2020,5,3,岡山,23,1131,2.0%,
2020,5,3,広島,162,5062,3.2%,
2020,5,3,山口,35,1290,2.7%,
2020,5,3,徳島,5,469,1.1%,
2020,5,3,香川,28,1711,1.6%,
2020,5,3,愛媛,48,1116,4.3%,
2020,5,3,高知,74,1496,4.9%,
2020,5,3,福岡,648,9400,6.9%,
2020,5,3,佐賀,44,1077,4.1%,
2020,5,3,長崎,17,2050,0.8%,
2020,5,3,熊本,47,3178,1.5%,
2020,5,3,大分,60,3175,1.9%,
2020,5,3,宮崎,17,1122,1.5%,
2020,5,3,鹿児島,10,1287,0.8%,
2020,5,3,沖縄,142,2211,6.4%,
2020,5,4,北海道,847,7054,12.0%,
2020,5,4,青森,26,643,4.0%,
2020,5,4,岩手,0,363,0.0%,
2020,5,4,宮城,88,1910,4.6%,
2020,5,4,秋田,16,852,1.9%,
2020,5,4,山形,68,2246,3.0%,
2020,5,4,福島,78,1844,4.2%,
2020,5,4,茨城,165,4835,3.4%,
2020,5,4,栃木,54,2015,2.7%,
2020,5,4,群馬,146,1654,8.8%,
2020,5,4,埼玉,888,8939,9.9%,
2020,5,4,千葉,828,6374,12.3%,783
2020,5,4,東京都,4568,11691,39.1%,
2020,5,4,神奈川,1101,6002,17.2%,1031
2020,5,4,新潟,77,3044,2.5%,
2020,5,4,富山,212,2392,8.9%,
2020,5,4,石川,264,1977,13.4%,
2020,5,4,福井,122,1771,6.9%,
2020,5,4,山梨,56,2358,2.4%,
2020,5,4,長野,70,1818,3.9%,
2020,5,4,岐阜,150,2404,6.2%,
2020,5,4,静岡,73,2780,2.6%,
2020,5,4,愛知,492,7463,6.6%,
2020,5,4,三重,45,1938,2.3%,
2020,5,4,滋賀,96,1314,7.3%,
2020,5,4,京都,331,4343,7.6%,
2020,5,4,大阪,1669,12492,12.4%,1544
2020,5,4,兵庫,667,8052,8.3%,
2020,5,4,奈良,87,1605,5.4%,
2020,5,4,和歌山,62,3077,2.0%,
2020,5,4,鳥取,3,1103,0.3%,
2020,5,4,島根,24,830,2.9%,
2020,5,4,岡山,23,1131,2.0%,
2020,5,4,広島,162,5062,3.2%,
2020,5,4,山口,35,1290,2.7%,
2020,5,4,徳島,5,469,1.1%,
2020,5,4,香川,28,1711,1.6%,
2020,5,4,愛媛,48,1116,4.3%,
2020,5,4,高知,74,1496,4.9%,
2020,5,4,福岡,648,9400,6.9%,
2020,5,4,佐賀,44,1077,4.1%,
2020,5,4,長崎,17,2050,0.8%,
2020,5,4,熊本,47,3178,1.5%,
2020,5,4,大分,60,3175,1.9%,
2020,5,4,宮崎,17,1122,1.5%,
2020,5,4,鹿児島,10,1287,0.8%,
2020,5,4,沖縄,142,2211,6.4%,
2020,5,5,北海道,891,7054,12.6%,
2020,5,5,青森,26,643,4.0%,
2020,5,5,岩手,0,381,0.0%,
2020,5,5,宮城,88,1910,4.6%,
2020,5,5,秋田,16,852,1.9%,
2020,5,5,山形,69,2246,3.1%,
2020,5,5,福島,79,2071,3.8%,
2020,5,5,茨城,168,4835,3.5%,
2020,5,5,栃木,54,2015,2.7%,
2020,5,5,群馬,146,2596,5.6%,
2020,5,5,埼玉,901,9243,9.7%,
2020,5,5,千葉,835,6374,12.4%,790
2020,5,5,東京,4727,12486,37.9%,
2020,5,5,神奈川,1125,6002,17.6%,1055
2020,5,5,新潟,78,3044,2.6%,
2020,5,5,富山,216,2392,9.0%,
2020,5,5,石川,268,1977,13.6%,
2020,5,5,福井,122,1771,6.9%,
2020,5,5,山梨,56,2358,2.4%,
2020,5,5,長野,72,1818,4.0%,
2020,5,5,岐阜,150,2404,6.2%,
2020,5,5,静岡,73,2780,2.6%,
2020,5,5,愛知,498,7811,6.4%,
2020,5,5,三重,45,1938,2.3%,
2020,5,5,滋賀,98,1314,7.5%,
2020,5,5,京都,338,4343,7.8%,
2020,5,5,大阪,1689,12492,12.5%,1564
2020,5,5,兵庫,673,8294,8.1%,
2020,5,5,奈良,88,1605,5.5%,
2020,5,5,和歌山,62,3077,2.0%,
2020,5,5,鳥取,3,1111,0.3%,
2020,5,5,島根,24,830,2.9%,
2020,5,5,岡山,23,1131,2.0%,
2020,5,5,広島,162,5433,3.0%,
2020,5,5,山口,37,1290,2.9%,
2020,5,5,徳島,5,469,1.1%,
2020,5,5,香川,28,1731,1.6%,
2020,5,5,愛媛,48,1116,4.3%,
2020,5,5,高知,74,1506,4.9%,
2020,5,5,福岡,650,9400,6.9%,
2020,5,5,佐賀,45,1077,4.2%,
2020,5,5,長崎,17,2050,0.8%,
2020,5,5,熊本,47,3178,1.5%,
2020,5,5,大分,60,3175,1.9%,
2020,5,5,宮崎,17,1122,1.5%,
2020,5,5,鹿児島,10,1287,0.8%,
2020,5,5,沖縄,142,2211,6.4%,
2020,5,6,北海道,914,7054,13.0%,
2020,5,6,青森,26,643,4.0%,
2020,5,6,岩手,0,384,0.0%,
2020,5,6,宮城,88,1910,4.6%,
2020,5,6,秋田,16,852,1.9%,
2020,5,6,山形,69,2246,3.1%,
2020,5,6,福島,79,2094,3.8%,
2020,5,6,茨城,168,4835,3.5%,
2020,5,6,栃木,54,2015,2.7%,
2020,5,6,群馬,147,2596,5.6%,146
2020,5,6,埼玉,909,9324,9.7%,
2020,5,6,千葉,837,6374,12.4%,792
2020,5,6,東京,4748,12814,37.1%,
2020,5,6,神奈川,1132,6002,17.7%,1062
2020,5,6,新潟,78,3044,2.6%,
2020,5,6,富山,219,2392,9.2%,
2020,5,6,石川,271,1977,13.7%,
2020,5,6,福井,122,1771,6.9%,
2020,5,6,山梨,56,2358,2.4%,
2020,5,6,長野,73,1818,4.0%,
2020,5,6,岐阜,150,2404,6.2%,
2020,5,6,静岡,73,2780,2.6%,
2020,5,6,愛知,498,7846,6.3%,
2020,5,6,三重,45,1938,2.3%,
2020,5,6,滋賀,98,1314,7.5%,
2020,5,6,京都,341,4343,7.9%,
2020,5,6,大阪,1704,12492,12.6%,1579
2020,5,6,兵庫,676,8358,8.1%,
2020,5,6,奈良,88,1605,5.5%,
2020,5,6,和歌山,62,3077,2.0%,
2020,5,6,鳥取,3,1124,0.3%,
2020,5,6,島根,24,830,2.9%,
2020,5,6,岡山,23,1131,2.0%,
2020,5,6,広島,162,5433,3.0%,
2020,5,6,山口,37,1290,2.9%,
2020,5,6,徳島,5,469,1.1%,
2020,5,6,香川,28,1739,1.6%,
2020,5,6,愛媛,48,1116,4.3%,
2020,5,6,高知,74,1520,4.9%,
2020,5,6,福岡,651,9400,6.9%,
2020,5,6,佐賀,45,1077,4.2%,
2020,5,6,長崎,17,2050,0.8%,
2020,5,6,熊本,47,3178,1.5%,
2020,5,6,大分,60,3175,1.9%,
2020,5,6,宮崎,17,1122,1.5%,
2020,5,6,鹿児島,10,1287,0.8%,
2020,5,6,沖縄,142,2312,6.1%,
2020,5,7,北海道,928,7827,11.9%,
2020,5,7,青森,26,714,3.6%,
2020,5,7,岩手,0,387,0.0%,
2020,5,7,宮城,88,2166,4.1%,
2020,5,7,秋田,16,880,1.8%,
2020,5,7,山形,69,2382,2.9%,
2020,5,7,福島,79,2150,3.7%,
2020,5,7,茨城,168,5281,3.2%,
2020,5,7,栃木,54,2287,2.4%,
2020,5,7,群馬,147,2911,5.0%,
2020,5,7,埼玉,922,9456,9.8%,
2020,5,7,千葉,842,7308,10.9%,797
2020,5,7,東京,4771,12879,37.0%,
2020,5,7,神奈川,1145,6913,15.6%,1075
2020,5,7,新潟,78,3238,2.4%,
2020,5,7,富山,220,2392,9.2%,
2020,5,7,石川,275,2175,12.6%,
2020,5,7,福井,122,1964,6.2%,
2020,5,7,山梨,56,2738,2.0%,
2020,5,7,長野,73,2027,3.6%,
2020,5,7,岐阜,150,2498,6.0%,
2020,5,7,静岡,73,2792,2.6%,
2020,5,7,愛知,498,7866,6.3%,
2020,5,7,三重,45,2084,2.2%,
2020,5,7,滋賀,98,1378,7.1%,
2020,5,7,京都,347,5138,6.8%,
2020,5,7,大阪,1713,14939,10.6%,1588
2020,5,7,兵庫,679,8516,8.0%,
2020,5,7,奈良,89,1907,4.7%,
2020,5,7,和歌山,62,3283,1.9%,
2020,5,7,鳥取,3,1142,0.3%,
2020,5,7,島根,24,888,2.7%,
2020,5,7,岡山,23,1303,1.8%,
2020,5,7,広島,162,5588,2.9%,
2020,5,7,山口,37,1455,2.5%,
2020,5,7,徳島,5,518,1.0%,
2020,5,7,香川,28,1753,1.6%,
2020,5,7,愛媛,48,1225,3.9%,
2020,5,7,高知,74,1528,4.8%,
2020,5,7,福岡,652,10020,6.5%,
2020,5,7,佐賀,45,1143,3.9%,
2020,5,7,長崎,17,2215,0.8%,
2020,5,7,熊本,47,3313,1.4%,
2020,5,7,大分,60,3349,1.8%,
2020,5,7,宮崎,17,1192,1.4%,
2020,5,7,鹿児島,10,1378,0.7%,
2020,5,7,沖縄,142,2366,6.0%,
